"timeid","DFG_year","var","nitrogen","appl","TT","trait","group","g","trt","part","BBCH","Trait","Das","Acc_Radiation","namCombine"
"Late","DFG2021","Alves",176,"Combined",2347.37916666667,"grain_per_spike","2021-07-27","Combined_176_Late","Combined 176","plot","87",35.9215951676392,264,750374.5,"plot_grain_per_spike"
"Late","DFG2021","Alves",176,"Combined",2347.37916666667,"HI","2021-07-27","Combined_176_Late","Combined 176",NA,"87",0.453968455970844,264,750374.5,"HI"
"Late","DFG2021","Alves",176,"Combined",2347.37916666667,"spike_number","2021-07-27","Combined_176_Late","Combined 176",NA,"87",5.24999997375,264,750374.5,"spike_number_87"
"Late","DFG2021","Alves",176,"Combined",2347.37916666667,"tiller","2021-07-27","Combined_176_Late","Combined 176","biomasscut","87",6.34999996825,264,750374.5,"tiller_87"
"Late","DFG2021","Alves",176,"Combined",2347.37916666667,"tkw","2021-07-27","Combined_176_Late","Combined 176","biomasscut","87",35.2,264,750374.5,"biomasscut_tkw"
"Late","DFG2021","Alves",176,"Combined",2347.37916666667,"tkw","2021-07-27","Combined_176_Late","Combined 176","plot","87",34.9133333333333,264,750374.5,"plot_tkw"
"Late","DFG2021","Alves",176,"Combined",2347.37916666667,"yield","2021-07-27","Combined_176_Late","Combined 176","biomasscut","87",8.3234999583825,264,750374.5,"biomasscut_yield"
"Late","DFG2021","Alves",176,"Combined",2347.37916666667,"yield","2021-07-27","Combined_176_Late","Combined 176","plot","87",5.7887900620098,264,750374.5,"plot_yield"
"Late","DFG2021","Alves",176,"Combined",NA,"CGR_dd",NA,"Combined_176_Late","Combined 176","biomass_sum","23_31",0.0161071427766071,NA,NA,"CGR_dd_23_31"
"Late","DFG2021","Alves",176,"Combined",NA,"CGR_dd",NA,"Combined_176_Late","Combined 176","biomass_sum","31_41",0.113735293548971,NA,NA,"CGR_dd_31_41"
"Late","DFG2021","Alves",176,"Combined",NA,"CGR_dd",NA,"Combined_176_Late","Combined 176","biomass_sum","31_61",0.170602039963316,NA,NA,"CGR_dd_31_61"
"Late","DFG2021","Alves",176,"Combined",NA,"CGR_dd",NA,"Combined_176_Late","Combined 176","biomass_sum","41_51",0.305874998470625,NA,NA,"CGR_dd_41_51"
"Late","DFG2021","Alves",176,"Combined",NA,"CGR_dd",NA,"Combined_176_Late","Combined 176","biomass_sum","51_61",0.292214284253214,NA,NA,"CGR_dd_51_61"
"Late","DFG2021","Alves",176,"Combined",NA,"CGR_dd",NA,"Combined_176_Late","Combined 176","biomass_sum","61_87",0.201869046609702,NA,NA,"CGR_dd_61_87"
"Late","DFG2021","Alves",176,"Combined",NA,"CGR_tt",NA,"Combined_176_Late","Combined 176","biomass_sum","23_31",0.0024365207873852,NA,NA,"CGR_tt_23_31"
"Late","DFG2021","Alves",176,"Combined",NA,"CGR_tt",NA,"Combined_176_Late","Combined 176","biomass_sum","31_41",0.00989761960753783,NA,NA,"CGR_tt_31_41"
"Late","DFG2021","Alves",176,"Combined",NA,"CGR_tt",NA,"Combined_176_Late","Combined 176","biomass_sum","31_61",0.0124699637014873,NA,NA,"CGR_tt_31_61"
"Late","DFG2021","Alves",176,"Combined",NA,"CGR_tt",NA,"Combined_176_Late","Combined 176","biomass_sum","41_51",0.0164177685013998,NA,NA,"CGR_tt_41_51"
"Late","DFG2021","Alves",176,"Combined",NA,"CGR_tt",NA,"Combined_176_Late","Combined 176","biomass_sum","51_61",0.015659330065244,NA,NA,"CGR_tt_51_61"
"Late","DFG2021","Alves",176,"Combined",NA,"CGR_tt",NA,"Combined_176_Late","Combined 176","biomass_sum","61_87",0.0103016311261596,NA,NA,"CGR_tt_61_87"
"Late","DFG2021","Alves",176,"Combined",NA,"Delta_biomass",NA,"Combined_176_Late","Combined 176","biomass_sum","23_31",0.6764999966175,NA,NA,"Delta_biomass_23_31"
"Late","DFG2021","Alves",176,"Combined",NA,"Delta_biomass",NA,"Combined_176_Late","Combined 176","biomass_sum","31_41",3.866999980665,NA,NA,"Delta_biomass_31_41"
"Late","DFG2021","Alves",176,"Combined",NA,"Delta_biomass",NA,"Combined_176_Late","Combined 176","biomass_sum","31_61",8.3594999582025,NA,NA,"Delta_biomass_31_61"
"Late","DFG2021","Alves",176,"Combined",NA,"Delta_biomass",NA,"Combined_176_Late","Combined 176","biomass_sum","41_51",2.446999987765,NA,NA,"Delta_biomass_41_51"
"Late","DFG2021","Alves",176,"Combined",NA,"Delta_biomass",NA,"Combined_176_Late","Combined 176","biomass_sum","51_61",2.0454999897725,NA,NA,"Delta_biomass_51_61"
"Late","DFG2021","Alves",176,"Combined",NA,"Delta_biomass",NA,"Combined_176_Late","Combined 176","biomass_sum","61_87",8.4784999576075,NA,NA,"Delta_biomass_61_87"
"Late","DFG2021","Alves",176,"Combined",NA,"Delta_ear",NA,"Combined_176_Late","Combined 176","ear","51_61",0.93399999533,NA,NA,"Delta_ear_51_61"
"Late","DFG2021","Alves",176,"Combined",NA,"Delta_ear",NA,"Combined_176_Late","Combined 176","ear","61_87",8.33399995833,NA,NA,"Delta_ear_61_87"
"Late","DFG2021","Alves",176,"Combined",NA,"E",NA,"Combined_176_Late","Combined 176",NA,"31_61",34.2136154444715,NA,NA,"E"
"Late","DFG2021","Alves",176,"Combined",NA,"EGR_dd",NA,"Combined_176_Late","Combined 176","ear","51_61",0.133428570761429,NA,NA,"EGR_dd_51_61"
"Late","DFG2021","Alves",176,"Combined",NA,"EGR_dd",NA,"Combined_176_Late","Combined 176","ear","61_87",0.198428570436429,NA,NA,"EGR_dd_61_87"
"Late","DFG2021","Alves",176,"Combined",NA,"EGR_tt",NA,"Combined_176_Late","Combined 176","ear","51_61",0.00715023919869856,NA,NA,"EGR_tt_51_61"
"Late","DFG2021","Alves",176,"Combined",NA,"EGR_tt",NA,"Combined_176_Late","Combined 176","ear","61_87",0.0101260593035813,NA,NA,"EGR_tt_61_87"
"Late","DFG2021","Alves",176,"Combined",NA,"FE",NA,"Combined_176_Late","Combined 176",NA,"",88.3589988768226,NA,NA,"FE"
"Late","DFG2021","Alves",176,"Combined",NA,"GCD55",NA,"Combined_176_Late","Combined 176",NA,NA,634.677573204566,NA,NA,"GCD55"
"Late","DFG2021","Alves",176,"Combined",NA,"GCD59",NA,"Combined_176_Late","Combined 176",NA,NA,551.048796553639,NA,NA,"GCD59"
"Late","DFG2021","Alves",176,"Combined",NA,"GCD61",NA,"Combined_176_Late","Combined 176",NA,NA,583.440267931526,NA,NA,"GCD61"
"Late","DFG2021","Alves",176,"Combined",NA,"GLA50",NA,"Combined_176_Late","Combined 176",NA,NA,2055.5194345982,NA,NA,"GLA50"
"Late","DFG2021","Alves",176,"Combined",NA,"gLAI_61",NA,"Combined_176_Late","Combined 176",NA,NA,4.85987955348921,NA,NA,"gLAI_61"
"Late","DFG2021","Alves",176,"Combined",NA,"gLAI_duration",NA,"Combined_176_Late","Combined 176",NA,NA,528.547974507773,NA,NA,"gLAI_duration"
"Late","DFG2021","Alves",176,"Combined",NA,"gLAI_int",NA,"Combined_176_Late","Combined 176",NA,NA,2255.42543159606,NA,NA,"gLAI_int"
"Late","DFG2021","Alves",176,"Combined",NA,"gLAI_int_mean",NA,"Combined_176_Late","Combined 176",NA,NA,4.26721043382391,NA,NA,"gLAI_int_mean"
"Late","DFG2021","Alves",176,"Combined",NA,"gLAI_max",NA,"Combined_176_Late","Combined 176",NA,NA,4.88,NA,NA,"gLAI_max"
"Late","DFG2021","Alves",176,"Combined",NA,"gLI_61",NA,"Combined_176_Late","Combined 176",NA,NA,0.954212722187358,NA,NA,"gLI_61"
"Late","DFG2021","Alves",176,"Combined",NA,"gLI_duration",NA,"Combined_176_Late","Combined 176",NA,NA,574.538070748287,NA,NA,"gLI_duration"
"Late","DFG2021","Alves",176,"Combined",NA,"gLI_int",NA,"Combined_176_Late","Combined 176",NA,NA,499.908921037671,NA,NA,"gLI_int"
"Late","DFG2021","Alves",176,"Combined",NA,"gLI_int_mean",NA,"Combined_176_Late","Combined 176",NA,NA,0.870105823251334,NA,NA,"gLI_int_mean"
"Late","DFG2021","Alves",176,"Combined",NA,"gLI_max",NA,"Combined_176_Late","Combined 176",NA,NA,0.95459323623005,NA,NA,"gLI_max"
"Late","DFG2021","Alves",176,"Combined",NA,"grain_area",NA,"Combined_176_Late","Combined 176","plot","harvest",15.1666666666667,NA,NA,"grain_area"
"Late","DFG2021","Alves",176,"Combined",NA,"grain_bulk_density",NA,"Combined_176_Late","Combined 176","plot","harvest",74.9666666666667,NA,NA,"grain_bulk_density"
"Late","DFG2021","Alves",176,"Combined",NA,"grain_circularity",NA,"Combined_176_Late","Combined 176","plot","harvest",1.3,NA,NA,"grain_circularity"
"Late","DFG2021","Alves",176,"Combined",NA,"grain_LB_ratio",NA,"Combined_176_Late","Combined 176","plot","harvest",1.8,NA,NA,"grain_LB_ratio"
"Late","DFG2021","Alves",176,"Combined",NA,"grain_length",NA,"Combined_176_Late","Combined 176","plot","harvest",6.03333333333333,NA,NA,"grain_length"
"Late","DFG2021","Alves",176,"Combined",NA,"grain_width",NA,"Combined_176_Late","Combined 176","plot","harvest",3.36666666666667,NA,NA,"grain_width"
"Late","DFG2021","Alves",176,"Combined",NA,"gSPAD_61",NA,"Combined_176_Late","Combined 176",NA,NA,50.5928196976394,NA,NA,"gSPAD_61"
"Late","DFG2021","Alves",176,"Combined",NA,"gSPAD_duration",NA,"Combined_176_Late","Combined 176",NA,NA,530.707668391489,NA,NA,"gSPAD_duration"
"Late","DFG2021","Alves",176,"Combined",NA,"gSPAD_int",NA,"Combined_176_Late","Combined 176",NA,NA,23268.7650489786,NA,NA,"gSPAD_int"
"Late","DFG2021","Alves",176,"Combined",NA,"gSPAD_int_mean",NA,"Combined_176_Late","Combined 176",NA,NA,43.8447876954622,NA,NA,"gSPAD_int_mean"
"Late","DFG2021","Alves",176,"Combined",NA,"gSPAD_max",NA,"Combined_176_Late","Combined 176",NA,NA,50.9666666666667,NA,NA,"gSPAD_max"
"Late","DFG2021","Alves",176,"Combined",NA,"LAD55",NA,"Combined_176_Late","Combined 176",NA,NA,3036.91888710659,NA,NA,"LAD55"
"Late","DFG2021","Alves",176,"Combined",NA,"LAD59",NA,"Combined_176_Late","Combined 176",NA,NA,2628.82734001689,NA,NA,"LAD59"
"Late","DFG2021","Alves",176,"Combined",NA,"LAD61",NA,"Combined_176_Late","Combined 176",NA,NA,2786.88774112916,NA,NA,"LAD61"
"Late","DFG2021","Alves",176,"Combined",NA,"LAImax55",NA,"Combined_176_Late","Combined 176",NA,NA,4.88,NA,NA,"LAImax55"
"Late","DFG2021","Alves",176,"Combined",NA,"LAImax59",NA,"Combined_176_Late","Combined 176",NA,NA,4.88,NA,NA,"LAImax59"
"Late","DFG2021","Alves",176,"Combined",NA,"LAImax61",NA,"Combined_176_Late","Combined 176",NA,NA,4.88,NA,NA,"LAImax61"
"Late","DFG2021","Alves",176,"Combined",NA,"LAImaxTT55",NA,"Combined_176_Late","Combined 176",NA,NA,1393.72916666667,NA,NA,"LAImaxTT55"
"Late","DFG2021","Alves",176,"Combined",NA,"LAImaxTT59",NA,"Combined_176_Late","Combined 176",NA,NA,1393.72916666667,NA,NA,"LAImaxTT59"
"Late","DFG2021","Alves",176,"Combined",NA,"LAImaxTT61",NA,"Combined_176_Late","Combined 176",NA,NA,1393.72916666667,NA,NA,"LAImaxTT61"
"Late","DFG2021","Alves",176,"Combined",NA,"RUE",NA,"Combined_176_Late","Combined 176","biomass_sum","61_87",3.88276452810718,NA,NA,"RUE"
"Late","DFG2021","Alves",176,"Combined",NA,"S",NA,"Combined_176_Late","Combined 176",NA,NA,30,NA,NA,"S"
"Late","DFG2021","Alves",176,"Combined",NA,"S00_09",NA,"Combined_176_Late","Combined 176",NA,NA,183,NA,NA,"S00_09"
"Late","DFG2021","Alves",176,"Combined",NA,"S09_13",NA,"Combined_176_Late","Combined 176",NA,NA,327,NA,NA,"S09_13"
"Late","DFG2021","Alves",176,"Combined",NA,"S13_23",NA,"Combined_176_Late","Combined 176",NA,NA,210,NA,NA,"S13_23"
"Late","DFG2021","Alves",176,"Combined",NA,"S23_31",NA,"Combined_176_Late","Combined 176",NA,NA,189,NA,NA,"S23_31"
"Late","DFG2021","Alves",176,"Combined",NA,"S31_41",NA,"Combined_176_Late","Combined 176",NA,NA,373,NA,NA,"S31_41"
"Late","DFG2021","Alves",176,"Combined",NA,"S31_61",NA,"Combined_176_Late","Combined 176",NA,NA,564,NA,NA,"S31_61"
"Late","DFG2021","Alves",176,"Combined",NA,"S41_51",NA,"Combined_176_Late","Combined 176",NA,NA,103,NA,NA,"S41_51"
"Late","DFG2021","Alves",176,"Combined",NA,"S51_61",NA,"Combined_176_Late","Combined 176",NA,NA,88,NA,NA,"S51_61"
"Late","DFG2021","Alves",176,"Combined",NA,"S61_71",NA,"Combined_176_Late","Combined 176",NA,NA,112,NA,NA,"S61_71"
"Late","DFG2021","Alves",176,"Combined",NA,"S61_87",NA,"Combined_176_Late","Combined 176",NA,NA,683,NA,NA,"S61_87"
"Late","DFG2021","Alves",176,"Combined",NA,"S71_77",NA,"Combined_176_Late","Combined 176",NA,NA,167,NA,NA,"S71_77"
"Late","DFG2021","Alves",176,"Combined",NA,"S77_87",NA,"Combined_176_Late","Combined 176",NA,NA,404,NA,NA,"S77_87"
"Late","DFG2021","Alves",176,"Combined",NA,"TT_gLAI_50",NA,"Combined_176_Late","Combined 176",NA,NA,2000.62714117444,NA,NA,"TT_gLAI_50"
"Late","DFG2021","Alves",176,"Combined",NA,"TT_gLI_50",NA,"Combined_176_Late","Combined 176",NA,NA,2046.61723741496,NA,NA,"TT_gLI_50"
"Late","DFG2021","Alves",176,"Combined",NA,"TT_gSPAD_50",NA,"Combined_176_Late","Combined 176",NA,NA,2002.78683505816,NA,NA,"TT_gSPAD_50"
"Late","DFG2021","Alves",176,"Combined",NA,"TT55",NA,"Combined_176_Late","Combined 176",NA,NA,1420.84186139363,NA,NA,"TT55"
"Late","DFG2021","Alves",176,"Combined",NA,"TT59",NA,"Combined_176_Late","Combined 176",NA,NA,1504.47063804456,NA,NA,"TT59"
"Late","DFG2021","Alves",176,"Combined",NA,"TT61",NA,"Combined_176_Late","Combined 176",NA,NA,1472.07916666667,NA,NA,"TT61"
"Late","DFG2021","Alves",176,"Combined",NA,"TT87",NA,"Combined_176_Late","Combined 176",NA,NA,2155.14583333333,NA,NA,"TT87"
"Late","DFG2021","Alves",176,"Split",576.333333333333,"biomass","2021-03-16","Split_176_Late","Split 176","straw","23",0.1034999994825,131,133207,"straw_biomass23"
"Late","DFG2021","Alves",176,"Split",576.333333333333,"tiller","2021-03-16","Split_176_Late","Split 176","biomasscut","23",2.999999985,131,133207,"tiller_23"
"Late","DFG2021","Alves",176,"Split",853.983333333333,"biomass","2021-04-27","Split_176_Late","Split 176","straw","31",0.9874999950625,173,289654.2,"straw_biomass31"
"Late","DFG2021","Alves",176,"Split",853.983333333333,"Height","2021-04-27","Split_176_Late","Split 176",NA,"31",20,173,289654.2,"Height_31"
"Late","DFG2021","Alves",176,"Split",853.983333333333,"tiller","2021-04-27","Split_176_Late","Split 176","biomasscut","31",10.4999999475,173,289654.2,"tiller_31"
"Late","DFG2021","Alves",176,"Split",908.566666666667,"LI","2021-05-03","Split_176_Late","Split 176",NA,NA,0.474552130920502,179,314116.5,"LI"
"Late","DFG2021","Alves",176,"Split",933.233333333333,"LI","2021-05-06","Split_176_Late","Split 176",NA,NA,0.697314082320261,182,327397,"LI"
"Late","DFG2021","Alves",176,"Split",989.008333333333,"LAI","2021-05-10","Split_176_Late","Split 176",NA,NA,1.95,186,349077,"LAI"
"Late","DFG2021","Alves",176,"Split",989.008333333333,"LI","2021-05-10","Split_176_Late","Split 176",NA,NA,0.700546438930886,186,349077,"LI"
"Late","DFG2021","Alves",176,"Split",1016.95,"LAI","2021-05-12","Split_176_Late","Split 176",NA,NA,2.34,188,354517.7,"LAI"
"Late","DFG2021","Alves",176,"Split",1076.37083333333,"LAI","2021-05-17","Split_176_Late","Split 176",NA,NA,2.82,193,377766,"LAI"
"Late","DFG2021","Alves",176,"Split",1076.37083333333,"LI","2021-05-17","Split_176_Late","Split 176",NA,NA,0.758091366416413,193,377766,"LI"
"Late","DFG2021","Alves",176,"Split",1110.42083333333,"LAI","2021-05-20","Split_176_Late","Split 176",NA,NA,4.01,196,392974.4,"LAI"
"Late","DFG2021","Alves",176,"Split",1110.42083333333,"LI","2021-05-20","Split_176_Late","Split 176",NA,NA,0.811585201693268,196,392974.4,"LI"
"Late","DFG2021","Alves",176,"Split",1170.27083333333,"LAI","2021-05-25","Split_176_Late","Split 176",NA,NA,3.845,201,415871.5,"LAI"
"Late","DFG2021","Alves",176,"Split",1181.67916666667,"LAI","2021-05-26","Split_176_Late","Split 176",NA,NA,4.21,202,420993.3,"LAI"
"Late","DFG2021","Alves",176,"Split",1181.67916666667,"LI","2021-05-26","Split_176_Late","Split 176",NA,NA,0.876584356580832,202,420993.3,"LI"
"Late","DFG2021","Alves",176,"Split",1204.50833333333,"LI","2021-05-28","Split_176_Late","Split 176",NA,NA,0.971376985368227,204,430416.4,"LI"
"Late","DFG2021","Alves",176,"Split",1244.68333333333,"biomass","2021-05-31","Split_176_Late","Split 176","straw","41",6.520999967395,207,450176.7,"straw_biomass41"
"Late","DFG2021","Alves",176,"Split",1244.68333333333,"Height","2021-05-31","Split_176_Late","Split 176",NA,"41",66,207,450176.7,"Height_41"
"Late","DFG2021","Alves",176,"Split",1244.68333333333,"LAI","2021-05-31","Split_176_Late","Split 176",NA,"41",4.37,207,450176.7,"LAI_41"
"Late","DFG2021","Alves",176,"Split",1244.68333333333,"LI","2021-05-31","Split_176_Late","Split 176",NA,"41",0.874453232818395,207,450176.7,"LI_41"
"Late","DFG2021","Alves",176,"Split",1244.68333333333,"tiller","2021-05-31","Split_176_Late","Split 176","biomasscut","41",7.799999961,207,450176.7,"tiller_41"
"Late","DFG2021","Alves",176,"Split",1262.59166666667,"GBD","2021-06-01","Split_176_Late","Split 176",NA,NA,100,208,457923.7,"GBD"
"Late","DFG2021","Alves",176,"Split",1262.59166666667,"LAI","2021-06-01","Split_176_Late","Split 176",NA,NA,4.8,208,457923.7,"LAI"
"Late","DFG2021","Alves",176,"Split",1262.59166666667,"LI","2021-06-01","Split_176_Late","Split 176",NA,NA,0.941311672416504,208,457923.7,"LI"
"Late","DFG2021","Alves",176,"Split",1281.975,"SPAD","2021-06-02","Split_176_Late","Split 176",NA,NA,49.2666666666667,209,465065.9,"SPAD"
"Late","DFG2021","Alves",176,"Split",1375.25416666667,"GBD","2021-06-07","Split_176_Late","Split 176",NA,NA,95,214,486562.8,"GBD"
"Late","DFG2021","Alves",176,"Split",1375.25416666667,"LAI","2021-06-07","Split_176_Late","Split 176",NA,NA,4.62,214,486562.8,"LAI"
"Late","DFG2021","Alves",176,"Split",1375.25416666667,"LI","2021-06-07","Split_176_Late","Split 176",NA,NA,0.911492421078834,214,486562.8,"LI"
"Late","DFG2021","Alves",176,"Split",1393.72916666667,"biomass","2021-06-08","Split_176_Late","Split 176","biomass_sum","51",9.40799995296,215,492236.8,"biomass_sum_biomass51"
"Late","DFG2021","Alves",176,"Split",1393.72916666667,"biomass","2021-06-08","Split_176_Late","Split 176","ear","51",1.0944999945275,215,492236.8,"ear_biomass51"
"Late","DFG2021","Alves",176,"Split",1393.72916666667,"biomass","2021-06-08","Split_176_Late","Split 176","straw","51",8.3134999584325,215,492236.8,"straw_biomass51"
"Late","DFG2021","Alves",176,"Split",1393.72916666667,"Height","2021-06-08","Split_176_Late","Split 176",NA,"51",77.3333333333333,215,492236.8,"Height_51"
"Late","DFG2021","Alves",176,"Split",1393.72916666667,"LAI","2021-06-08","Split_176_Late","Split 176",NA,"51",5.12,215,492236.8,"LAI_51"
"Late","DFG2021","Alves",176,"Split",1393.72916666667,"LI","2021-06-08","Split_176_Late","Split 176",NA,"51",0.94831810370122,215,492236.8,"LI_51"
"Late","DFG2021","Alves",176,"Split",1393.72916666667,"spike_number","2021-06-08","Split_176_Late","Split 176",NA,"51",3.99999998,215,492236.8,"spike_number_51"
"Late","DFG2021","Alves",176,"Split",1393.72916666667,"tiller","2021-06-08","Split_176_Late","Split 176","biomasscut","51",7.24999996375,215,492236.8,"tiller_51"
"Late","DFG2021","Alves",176,"Split",1414.06666666667,"SPAD","2021-06-09","Split_176_Late","Split 176",NA,NA,48.7,216,498252.9,"SPAD"
"Late","DFG2021","Alves",176,"Split",1506.49583333333,"GBD","2021-06-14","Split_176_Late","Split 176",NA,NA,98.3333333333333,221,532951.1,"GBD"
"Late","DFG2021","Alves",176,"Split",1506.49583333333,"LI","2021-06-14","Split_176_Late","Split 176",NA,NA,0.937195784490738,221,532951.1,"LI"
"Late","DFG2021","Alves",176,"Split",1524.35416666667,"biomass","2021-06-15","Split_176_Late","Split 176","biomass_sum","61",13.4604999326975,222,539515,"biomass_sum_biomass61"
"Late","DFG2021","Alves",176,"Split",1524.35416666667,"biomass","2021-06-15","Split_176_Late","Split 176","ear","61",2.58799998706,222,539515,"ear_biomass61"
"Late","DFG2021","Alves",176,"Split",1524.35416666667,"biomass","2021-06-15","Split_176_Late","Split 176","straw","61",10.8724999456375,222,539515,"straw_biomass61"
"Late","DFG2021","Alves",176,"Split",1524.35416666667,"Height","2021-06-15","Split_176_Late","Split 176",NA,"61",86.6666666666667,222,539515,"Height_61"
"Late","DFG2021","Alves",176,"Split",1524.35416666667,"LAI","2021-06-15","Split_176_Late","Split 176",NA,"61",4.98,222,539515,"LAI_61"
"Late","DFG2021","Alves",176,"Split",1524.35416666667,"LI","2021-06-15","Split_176_Late","Split 176",NA,"61",0.954194597464658,222,539515,"LI_61"
"Late","DFG2021","Alves",176,"Split",1524.35416666667,"spike_number","2021-06-15","Split_176_Late","Split 176",NA,"61",6.54999996725,222,539515,"spike_number_61"
"Late","DFG2021","Alves",176,"Split",1524.35416666667,"tiller","2021-06-15","Split_176_Late","Split 176","biomasscut","61",7.14999996425,222,539515,"tiller_61"
"Late","DFG2021","Alves",176,"Split",1545.36666666667,"LAI","2021-06-16","Split_176_Late","Split 176",NA,NA,5.26,223,547361.3,"LAI"
"Late","DFG2021","Alves",176,"Split",1545.36666666667,"SPAD","2021-06-16","Split_176_Late","Split 176",NA,NA,48.3666666666667,223,547361.3,"SPAD"
"Late","DFG2021","Alves",176,"Split",1665.125,"GBD","2021-06-21","Split_176_Late","Split 176",NA,NA,88.3333333333333,228,581581.3,"GBD"
"Late","DFG2021","Alves",176,"Split",1680.67916666667,"LAI","2021-06-22","Split_176_Late","Split 176",NA,NA,4.88,229,585414.8,"LAI"
"Late","DFG2021","Alves",176,"Split",1680.67916666667,"LI","2021-06-22","Split_176_Late","Split 176",NA,NA,0.932585910361419,229,585414.8,"LI"
"Late","DFG2021","Alves",176,"Split",1697.22083333333,"LAI","2021-06-23","Split_176_Late","Split 176",NA,NA,5.37,230,589899.5,"LAI"
"Late","DFG2021","Alves",176,"Split",1697.22083333333,"LI","2021-06-23","Split_176_Late","Split 176",NA,NA,0.948937318149411,230,589899.5,"LI"
"Late","DFG2021","Alves",176,"Split",1697.22083333333,"SPAD","2021-06-23","Split_176_Late","Split 176",NA,NA,47.0666666666667,230,589899.5,"SPAD"
"Late","DFG2021","Alves",176,"Split",1794.85416666667,"GBD","2021-06-28","Split_176_Late","Split 176",NA,NA,90,235,617449.9,"GBD"
"Late","DFG2021","Alves",176,"Split",1794.85416666667,"LI","2021-06-28","Split_176_Late","Split 176",NA,NA,0.953197448657388,235,617449.9,"LI"
"Late","DFG2021","Alves",176,"Split",1794.85416666667,"SPAD","2021-06-28","Split_176_Late","Split 176",NA,NA,42.8666666666667,235,617449.9,"SPAD"
"Late","DFG2021","Alves",176,"Split",1919.025,"GBD","2021-07-05","Split_176_Late","Split 176",NA,NA,78.3333333333333,242,644415.9,"GBD"
"Late","DFG2021","Alves",176,"Split",1919.025,"LAI","2021-07-05","Split_176_Late","Split 176",NA,NA,4.675,242,644415.9,"LAI"
"Late","DFG2021","Alves",176,"Split",1919.025,"LI","2021-07-05","Split_176_Late","Split 176",NA,NA,0.904922076333227,242,644415.9,"LI"
"Late","DFG2021","Alves",176,"Split",1938.775,"LAI","2021-07-06","Split_176_Late","Split 176",NA,NA,4.31,243,648037.4,"LAI"
"Late","DFG2021","Alves",176,"Split",1938.775,"LI","2021-07-06","Split_176_Late","Split 176",NA,NA,0.906204940690996,243,648037.4,"LI"
"Late","DFG2021","Alves",176,"Split",1958.07083333333,"Height","2021-07-07","Split_176_Late","Split 176",NA,"83",89,244,653978.2,"Height_83"
"Late","DFG2021","Alves",176,"Split",1958.07083333333,"LI","2021-07-07","Split_176_Late","Split 176",NA,"83",0.933357735725436,244,653978.2,"LI_83"
"Late","DFG2021","Alves",176,"Split",1958.07083333333,"SPAD","2021-07-07","Split_176_Late","Split 176",NA,"83",30.6,244,653978.2,"SPAD"
"Late","DFG2021","Alves",176,"Split",2053.9,"GBD","2021-07-12","Split_176_Late","Split 176",NA,NA,63.3333333333333,249,675746.9,"GBD"
"Late","DFG2021","Alves",176,"Split",2053.9,"LAI","2021-07-12","Split_176_Late","Split 176",NA,NA,3.7,249,675746.9,"LAI"
"Late","DFG2021","Alves",176,"Split",2053.9,"LI","2021-07-12","Split_176_Late","Split 176",NA,NA,0.89398130347669,249,675746.9,"LI"
"Late","DFG2021","Alves",176,"Split",2075.9625,"LAI","2021-07-13","Split_176_Late","Split 176",NA,NA,3.93,250,680179.8,"LAI"
"Late","DFG2021","Alves",176,"Split",2075.9625,"LI","2021-07-13","Split_176_Late","Split 176",NA,NA,0.916219533380161,250,680179.8,"LI"
"Late","DFG2021","Alves",176,"Split",2075.9625,"SPAD","2021-07-13","Split_176_Late","Split 176",NA,NA,NA,250,680179.8,"SPAD"
"Late","DFG2021","Alves",176,"Split",2209.67916666667,"GBD","2021-07-20","Split_176_Late","Split 176",NA,NA,1.66666666666667,257,713082.9,"GBD"
"Late","DFG2021","Alves",176,"Split",2327.54166666667,"GBD","2021-07-26","Split_176_Late","Split 176",NA,NA,0,263,745207.9,"GBD"
"Late","DFG2021","Alves",176,"Split",2347.37916666667,"biomass","2021-07-27","Split_176_Late","Split 176","biomass_sum","87",16.376999918115,264,750374.5,"biomass_sum_biomass87"
"Late","DFG2021","Alves",176,"Split",2347.37916666667,"biomass","2021-07-27","Split_176_Late","Split 176","ear","87",9.402999952985,264,750374.5,"ear_biomass87"
"Late","DFG2021","Alves",176,"Split",2347.37916666667,"biomass","2021-07-27","Split_176_Late","Split 176","kernel","87",7.5464999622675,264,750374.5,"kernel_biomass87"
"Late","DFG2021","Alves",176,"Split",2347.37916666667,"biomass","2021-07-27","Split_176_Late","Split 176","straw","87",6.97399996513,264,750374.5,"straw_biomass87"
"Late","DFG2021","Alves",176,"Split",2347.37916666667,"grain_moisture","2021-07-27","Split_176_Late","Split 176","plot","87",8.63333333333333,264,750374.5,"grain_moisture"
"Late","DFG2021","Alves",176,"Split",2347.37916666667,"grain_number","2021-07-27","Split_176_Late","Split 176","biomasscut","87",257.914647620838,264,750374.5,"biomasscut_grain_number"
"Late","DFG2021","Alves",176,"Split",2347.37916666667,"grain_number","2021-07-27","Split_176_Late","Split 176","plot","87",181.070044951576,264,750374.5,"plot_grain_number"
"Late","DFG2021","Alves",176,"Split",2347.37916666667,"grain_per_spike","2021-07-27","Split_176_Late","Split 176","biomasscut","87",40.9388331603828,264,750374.5,"biomasscut_grain_per_spike"
"Late","DFG2021","Alves",176,"Split",2347.37916666667,"grain_per_spike","2021-07-27","Split_176_Late","Split 176","plot","87",35.7468913320401,264,750374.5,"plot_grain_per_spike"
